13035.0	3224410.126052265	8336614.063542182	2315487.3379736277	-1798.3707522428326	374.6114052503183	1155.5766891982873
13335.0	2677446.514660158	8428497.984134383	2656209.0444423603	-1846.564062696126	237.700698546827	1114.9750328806297
13635.0	2117376.7211807165	8479121.222060092	2983927.478864927	-1885.7087287012403	99.65757428705159	1068.9255907107834
13935.0	1546945.710075518	8488249.914951205	3297043.429533909	-1915.6107885422784	-38.81165026031152	1017.6674041539657
14235.0	968948.9235747586	8455862.376947716	3594033.7065421077	-1936.1278366413608	-176.99953782001393	961.4679575869578
14535.0	386216.6997473561	8382148.75630721	3873459.4065331034	-1947.1697208508906	-314.2020469061896	900.6213562710412
14835.0	-198401.45558949612	8267509.346789583	4133973.6008816794	-1948.6988195738195	-449.7229829965222	835.4463084118086
15135.0	-782052.6173847486	8112551.5791806	4374328.392098774	-1940.7299018293036	-582.8783389279552	766.2839354734253
15435.0	-1361896.0863945147	7918085.7328014895	4593381.290818361	-1923.3295793644775	-713.0004809171345	693.4954369076382
15735.0	-1935118.8104405347	7685119.419448276	4790100.873801216	-1896.6153655667943	-839.4421399475591	617.459636892453
16035.0	-2498950.4667954436	7414850.903695496	4963571.691812233	-1860.7543611263013	-961.5801722777657	538.5704415332923
16335.0	-3050678.097298237	7108661.333700169	5112998.404820072	-1815.9615910221103	-1078.8190573890627	457.23423525978666
16635.0	-3587660.1957877586	6768105.965407703	5237709.130559541	-1762.4980213721226	-1190.594106673855	373.86724487051583
16935.0	-4107340.156508287	6394904.470287138	5337158.000923981	-1700.668287923119	-1296.3743614263399	288.8928988683486
17235.0	-4607259.0020643715	5990930.422346716	5410926.928765318	-1630.8181704279518	-1395.665164094647	202.73920843700665
17535.0	-5085067.320048468	5558200.064181921	5458726.595337038	-1553.3318488411749	-1488.0103921492566	115.83619469337448
17835.0	-5538536.348399552	5098860.454207225	5480396.675702742	-1468.6289781720368	-1572.9943491871022	28.613384777249248
18135.0	-5965568.160644869	4615177.098076906	5475905.325854203	-1377.1616189949189	-1650.2433129071803	-58.50260301598492
18435.0	-6364204.913213452	4109521.1666996637	5445347.960964177	-1279.411060082535	-1719.4267442609087	-145.0903674175997
18735.0	-6732637.127789776	3584356.4013136276	5388945.359090088	-1175.8845684633459	-1780.258166316644	-230.7359107349034
19035.0	-7069210.99202202	3042225.8029522547	5307041.12871672	-1067.1121004907802	-1832.4957251204862	-315.03469157230853
19335.0	-7372434.671659579	2485738.199452072	5200098.581772312	-953.6430053350637	-1875.942448042583	-397.5935342711736
19635.0	-7640983.636243576	1917554.7780950996	5068697.056185012	-836.0427497597993	-1910.4462177469165	-478.032388287672
19935.0	-7873705.008714233	1340375.6662105431	4913527.733694792	-714.8896902160494	-1935.8994820079124	-555.98593327763
